state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2016,909.09000000000003
AL        ,Alabama                                                                                                                                               ,2016,0
AR        ,Arkansas                                                                                                                                              ,2016,15000
AZ        ,Arizona                                                                                                                                               ,2016,0
CA        ,California                                                                                                                                            ,2016,8860.0599999999995
CO        ,Colorado                                                                                                                                              ,2016,0
CT        ,Connecticut                                                                                                                                           ,2016,0
DC        ,District of Columbia                                                                                                                                  ,2016,0
DE        ,Delaware                                                                                                                                              ,2016,0
FL        ,Florida                                                                                                                                               ,2016,0
GA        ,Georgia                                                                                                                                               ,2016,404.19
GU        ,Guam                                                                                                                                                  ,2016,0
HI        ,Hawaii                                                                                                                                                ,2016,0
IA        ,Iowa                                                                                                                                                  ,2016,0
ID        ,Idaho                                                                                                                                                 ,2016,0
IL        ,Illinois                                                                                                                                              ,2016,2165947.29
IN        ,Indiana                                                                                                                                               ,2016,0
KS        ,Kansas                                                                                                                                                ,2016,0
KY        ,Kentucky                                                                                                                                              ,2016,85304.740000000005
LA        ,Louisiana                                                                                                                                             ,2016,0
MA        ,Massachusetts                                                                                                                                         ,2016,0
MD        ,Maryland                                                                                                                                              ,2016,0
ME        ,Maine                                                                                                                                                 ,2016,0
MI        ,Michigan                                                                                                                                              ,2016,96803.949999999997
MN        ,Minnesota                                                                                                                                             ,2016,79046.75
MO        ,Missouri                                                                                                                                              ,2016,0
MP        ,Northern Mariana Islands                                                                                                                              ,2016,0
MS        ,Mississippi                                                                                                                                           ,2016,0
MT        ,Montana                                                                                                                                               ,2016,0
NC        ,North Carolina                                                                                                                                        ,2016,121718.06
ND        ,North Dakota - Carrington                                                                                                                             ,2016,0
ND        ,North Dakota - Mandan                                                                                                                                 ,2016,627742.46999999997
NE        ,Nebraska                                                                                                                                              ,2016,381666.66999999998
NH        ,New Hampshire                                                                                                                                         ,2016,0
NJ        ,New Jersey                                                                                                                                            ,2016,0
NM        ,New Mexico                                                                                                                                            ,2016,0
NV        ,Nevada                                                                                                                                                ,2016,0
NY        ,New York                                                                                                                                              ,2016,2130.9000000000001
OH        ,Ohio                                                                                                                                                  ,2016,0
OK        ,Oklahoma                                                                                                                                              ,2016,0
OR        ,Oregon                                                                                                                                                ,2016,297322.28999999998
PA        ,Pennsylvania                                                                                                                                          ,2016,14440.27
PR        ,Puerto Rico                                                                                                                                           ,2016,0
RI        ,Rhode Island                                                                                                                                          ,2016,0
SC        ,South Carolina                                                                                                                                        ,2016,0
SD        ,South Dakota                                                                                                                                          ,2016,0
TN        ,Tennessee                                                                                                                                             ,2016,0
TX        ,Texas                                                                                                                                                 ,2016,0
UT        ,Utah                                                                                                                                                  ,2016,0
VA        ,Virginia                                                                                                                                              ,2016,0
VI        ,U.S. Virgin Islands                                                                                                                                   ,2016,0
VT        ,Vermont                                                                                                                                               ,2016,0
WA        ,Washington                                                                                                                                            ,2016,58553.07
WI        ,Wisconsin                                                                                                                                             ,2016,0
WV        ,West Virginia                                                                                                                                         ,2016,428.56999999999999
WY        ,Wyoming - Laramie                                                                                                                                     ,2016,23974.060000000001
